Keyword,Location,rating,Company,Job_title,Place,salary,post_date,Job_description
,,"3,6",Expectra,INGÉNIEUR DE PRODUCTION/EXPLOITATION INFORMATIQUE (F/H),Plaisir,45 k € (Estimation de l'employeur),30j+,"descriptif du poste

Prêt(e) à relever les défis quotidiens en tant que Technico Business Analyst GTA (F/H) ?
Vous serez responsable de maintenir et optimiser les solutions de gestion des temps et des activités au sein de notre SIRH.


Étudier et repérer les différences entre les besoins métiers et les solutions existantes
Travailler en étroite collaboration avec le Business Process Manager pour formaliser les exigences fonctionnelles
Proposer des améliorations technologiques et des solutions novatrices pour optimiser les processus

Découvrez ce package attractif :

Contrat: Intérim


Durée: 8 mois (avec possibilité de renouvellement)


Salaire: Selon votre expérience

Rejoignez une équipe dynamique et bénéficiez d'avantages exceptionnels :

Frais de transport en commun


Restaurant d'entreprise

Nous sommes déterminés à offrir des avantages exceptionnels, y compris Fast TT, pour attirer et retenir les meilleurs talents intérimaires.

profil recherché

Nous recherchons un(e) Technico Business Analyst GTA (F/H) passionné(e) pour optimiser nos solutions de gestion des temps et des activités.


Connaissance des logiciels Horoquartz, ONEGT, Kélio, Chrono Time et M3 ERP (SAP) serait un vrai plus
Expérience de 2 à 3 ans en tant que Business Analyst ou dans une position similaire
Autonomie, coordination, organisation et rédaction avérées
Excellente communication en anglais à l'oral et à l'écrit

Processus de recrutement
Vous recherchez un nouveau défi professionnel? Postulez dès maintenant! En nous adressant votre cv actualisé afin que nous puissions étudier votre candidature

à propos de notre client

Notre client, basé à PLAISIR 78, groupe international est actif dans le domaine de l'aéronautique, de l'espace et de la défense
Commodités de transport :

Arrêtez de chercher une place pendant des heures, ils ont un parking géant.

Pourquoi rejoindre cette entreprise ?
Rejoindre notre client, c'est choisir une entreprise à taille humaine, innovante et ambitieuse offrant des défis excitants et une culture d'entreprise stimulante."
,,"4,0",Crossover,"Technical Support Engineer, Trilogy (Remote) - $60,000/year USD",Télétravail,,8j,"In the fast-paced world of enterprise software, traditional customer support methods often fall short of excellence. Support engineers often find themselves bogged down in repetitive troubleshooting, limited by the narrow scope of their product expertise. Data shows that over 60% of support tickets are escalated due to inadequate problem-solving skills or a lack of product knowledge. This not only frustrates customers but also stifles the growth and satisfaction of support agents.

At Trilogy, we’ve reimagined customer support with the power of AI. Managing over 100 unique enterprise software products, we leverage advanced AI tools to streamline troubleshooting and enhance problem-solving capabilities. Our AI-driven approach not only helps diagnose issues faster but also provides intelligent insights and solutions, making our support team exceptionally efficient and effective. Our AI-powered chatbot crushes most tickets, so only the most complicated customer issues will be escalated to you.

The issues you face in this role will be challenging and diverse, requiring solutions that may involve configuration, database adjustments, or even code-level fixes. This is not a role for those who prefer to stick to familiar routines or spend months mastering a single product. We seek self-starters who can quickly adapt, troubleshoot efficiently, and continuously learn on the job. If you are someone who gets frustrated by rigid processes or needs extensive hand-holding, this is not the right fit for you.

You will be a crucial part of the Trilogy Support team, directly contributing to our reputation for exceptional customer service. This position offers a unique opportunity to advance your career rapidly by developing deep technical expertise across a wide array of products. If you are ready to embrace a challenging yet rewarding role where you can make a significant impact, we encourage you to apply.


What you will be doing

AI-Augmented Customer Resolutions: Analyze complex tickets escalated by AI systems, apply human expertise to areas where AI falls short, and then close the gap by improving the AI system
AI Training and Improvement: Review AI-generated solutions and provide detailed feedback and participate in AI model fine-tuning sessions
Cutting-Edge AI Integration: Prototype and test new AI tools and methodologies



What you will NOT be doing

Taking two whole months to get up to speed; you will be expected to ramp up one several products within the first month (we are aware this is aggressive)
Relying on your managers for help; if you are not adept at unblocking yourself, you will likely struggle in this role



Key Responsibilities

Integrate technical human expertise and AI capabilities to deliver exceptional customer support, focusing on complex issues that AI cannot yet fully resolve



Candidate Requirements

At least 4 total years of experience in a technical customer support or engineering role
Advanced generative AI proficiency (i.e., use of multiple AI tools, ability to automate workflows and custom GPTs); if you've only used LLMs for research, learning, brainstorming, or content generation, that will be deemed insufficient


This position is also known as:

Application Support Engineer
Senior Technical Support Engineer
Senior Technical Support Analyst"
,,"4,4",LE MERCATO DE L'EMPLOI,Architecte Systèmes Embarqués (H/F),Essonne,55 k € - 65 k € (Estimation de l'employeur),27j,"À propos de nous

Le Mercato de l'Emploi recrute pour son client, leader en conception, industrialisation et validation de systèmes embarqués et comptant une cinquantaine de collaborateurs.





Reconnue pour son esprit d'innovation, l'entreprise se distingue par sa capacité à gérer des environnements extrêmes et complexes, industriels et militaires, avec des technologies robustes. Elle accompagne des projets ambitieux de renommée mondiale. Rejoignez cette entreprise pour relever des défis passionnants dans un cadre dynamique et innovant !

Mission

Nous recrutons un Architecte Système Embarqués (H/F) confirmé.


Vos missions sont les suivantes :




Développer des architectures pour systèmes durcis.
Être l'interface technique principale en phase d'avant-vente et tout au long du développement.
Élaborer des solutions techniques et évaluer financièrement les propositions.
Assurer la traçabilité des exigences systèmes et participer aux phases de conception HW, SW, et FPGA.
Fournir expertise et conseils, assurer une veille technologique et élaborer la politique produit.


Conditions du poste :

Statut cadre avec une période d'essai de 4 mois.
Un salaire attractif entre 55 et 65 K brut annuel suivant profil.
Des primes trimestrielles basées sur la rentabilité de l'entreprise.
Tickets restaurants.
Profil

Vous détenez un Diplôme d'ingénieur en informatique, électronique, systèmes embarqués ou domaine similaire et justifiez d'une expérience de minimum 5 ans d'expérience en développement de systèmes embarqués.


Vous possédez de solides compétences en architectures matérielles, logicielles, FPGA, et systèmes temps réel embarqués.


Enfin, vous êtes reconnu pour vos bonnes capacités de communication / relationnel, de leadership, et de sens de l'organisation."
,,"3,4",Consort Group,Administrateur Systèmes (H/F) H/F,Puteaux,,24h,"France — Île-de-France — Puteaux (92)
CDI
Consort France
Publié il y a 14 heures
Mission

Consort Group, spécialisé dans le domaine infrastructure, existant depuis 1992, recherche pour l’un de ses clients, spécialisé dans l’industrie navale française, un Administrateur Systèmes (H/F).

Descriptif de la mission :

Administrer, surveiller et maintenir les serveurs et systèmes.
Assurer et garantir la sécurité du système d’information.
Diagnostiquer et résoudre les incidents techniques complexes en garantissant une disponibilité maximale des services : Systèmes d’exploitation, sauvegardes, ordonnanceur, bases de données, etc.
Préparer et réaliser les changements
Contribuer à la réalisation des projets
Effectuer les sauvegardes et restaurations des données, et veiller à la continuité de service.
Exploiter et administrer l’ordonnanceur et traiter les incidents qui en découlent
Participer à la conception et à la mise en œuvre de nouvelles architectures systèmes.
Rédiger et mettre à jour la documentation technique, les procédures.
Effectuer une veille technologique pour proposer des améliorations et anticiper les évolutions nécessaires.

Le poste est à pourvoir sur notre centre de services à Puteaux (92).

Profil

Profil recherché :

Diplômé en informatique (bac+4/5) avec une expérience significative en tant qu’Administrateur Systèmes (H/F).

Vous avez des compétences et/ou des connaissances dans les environnements suivants :

Systèmes : Windows, Linux, Solaris
Outils : Control-M, Netbackup, EMC (stockage, VNX & Unicity), VMWare Horizon, vCENTER, ESX-I, Nagios
SBGD : PostGre, Oracle, SQL Serveur

Vous disposez :

d’un fort dynamisme et de la rigueur
d’un esprit d’analyse et capacité à réaliser un diagnostic
d’une capacité à gérer le stress
d’une excellente communication orale et écrite
d’une faculté à évoluer en équipe



Vous vous êtes reconnu(e) dans cette annonce et pensez être la ou le candidat idéal ? Alors envoyez-nous votre CV et dites-nous en plus sur vous !

Fourchette de rémunération : selon l’expérience

Nous rejoindre c’est :

Intégrer une équipe attentive à votre onboarding
Profiter d’une proximité managériale
Accéder à une plateforme de formations accessible 24/24
Adhérer à notre politique d’inclusion : politique Hand’In Cap, dons de jours, programme aidants
Programme Move Up avec United Hereos pour promouvoir le sport et le bien être
Bénéficier d’un package RH : mutuelle, prévoyance, carte TR, CSE, suivi de carrière et formations internes…



Le process de recrutement Chez Consort Group :

Un premier échange téléphonique avec Romain SANTONI.
Un entretien RH avec Romain SANTONI : la mission, la structure de l’équipe et leur quotidien, les projets internes.
Et enfin, une ultime rencontre avec le Responsable Opérationnel Consort Group du contexte.

Présentation de Consort Group

Acteur de référence des systèmes d’information augmentés par l’intégration stratégique de la data, Consort Group accompagne depuis plus de 30 ans les entreprises pour leur permettre de valoriser leurs patrimoines données et informatiques à leur plein potentiel.

Le groupe met ses savoir-faire au service des acteurs majeurs français, belges, luxembourgeois, suisses, portugais et marocains, conjuguant les compétences de ses experts.

Consortis, leader des services managés aux infrastructures et Consortia, expert Data, Développement digital et Ingénierie Médias apportent les complémentarités nécessaires pour faire de vos projets des leviers de transformation numérique.

Intégrer Consort Group, c’est rejoindre un projet d’entreprise qui met l’humain et la responsabilité sociétale au cœur de ses préoccupations. Nous aspirons ainsi à donner à chacun les moyens d’une évolution personnelle choisie, responsable et autonome.

Intégrer Consort Group, c’est aussi faire partie de communautés d’experts où partage, transmission et développement riment avec engagement et changement.

Pour en savoir plus www.consort-group.com"
,,"3,8",Expert & Manager,Administrateur Systèmes et Réseaux H/F,Bessé,,21j,"Nous recherchons pour l’un de nos clients, spécialisés dans la fabrication de produit en caoutchouc à destination des professionnels de santé, son futur Administrateur Systèmes et Réseaux F/H, en CDI.

En tant qu'Administrateur Système et Réseaux H/F, vous serez le garant du bon fonctionnement et de la sécurité de leurs infrastructures informatiques. Vos missions incluront l’installation, le paramétrage, la sécurisation, ainsi que la maintenance des systèmes, tout en apportant un support technique quotidien.

Votre rôle sera essentiel pour :

Mettre en œuvre l’implantation des équipements, du réseau, l’interconnexion de l’ensemble des moyens informatiques de l’entreprise,
Installer et administrer les systèmes d’exploitation,
Réaliser un suivi des systèmes de sauvegarde, d’antivirus, des éléments de sécurité,
Mesurer et optimiser les performances du système,
Prévenir, diagnostiquer et corriger les erreurs systèmes
Transmettre et faire remonter les différentes informations et problèmes rencontrés (obsolescences, risques d’altération de la sécurité …)
Participer aux travaux de paramétrage sur les nouveaux projets.
Assister les utilisateurs dans la résolution de leurs demandes et apporter des réponses à leurs interrogations via l’application YODA,
Gérer les droits d’accès des utilisateurs,
Accompagner et former les utilisateurs au quotidien.
Recueillir et analyser les besoins des utilisateurs,
Assurer une veille technologique et anticiper les évolutions nécessaires à l’optimisation des systèmes pour proposer des améliorations,
Mettre en place et maintenir la documentation (dossier techniques, procédures de configuration et d’exploitation…),
Être pilote de processus et engager une démarche d’amélioration continue,
Proposer à la Direction les projets pouvant assurer l’amélioration continue du système.
Assurer un reporting régulier au travers des KPI et pour le suivi des projets et de leurs coûts.

Profil recherché :

Diplômé(e) d’un Bac+3 en Systèmes & Réseaux, vous justifiez d’au moins 5 ans d’expérience sur un poste similaire, idéalement dans un environnement industriel.

Vous êtes à l’aise avec les systèmes Microsoft, SharePoint, les réseaux Firewall et vous maîtrisez l’anglais technique.

Type d'emploi : CDI
Statut : Cadre

Avantages :

Intéressement et participation
Prise en charge du transport quotidien
Véhicule de fonction

Horaires :

Du lundi au vendredi
Travail en journée

Expérience:

Administrateur système: 1 an (Optionnel)

Permis/certification:

Permis B (Optionnel)

Lieu du poste : En présentiel"
,,"4,3",MBDA France,Responsable de support produits électroniques & avioniques F/H,Le Plessis-Robinson,,30j+,"Le CSS (Support et service clients) accompagne les clients MBDA pendant la phase de vie en service des produits au travers de contrats couvrant une large palette d‘activités (assistance technique, support technique, rechanges, réparations, évolutions de produits…).

Au sein du service « Support Produit Missiles Stand-Off France » de la direction CSS France, vous pilotez les activités de support technique des produits électroniques et avioniques montés sur les missiles concernés (Calculateur, Autodirecteur, Centrale-inertielle, Radioaltimètre…).




En tant que Responsable support produit, vous gérez la configuration et les problèmes techniques sur les produits en service. Vous êtes le garant de la capacité à soutenir ces produits sur le long terme dans les meilleures conditions pour MBDA et ses clients.


Sur le périmètre technique de votre responsabilité, et pour l’ensemble des clients concernés, vous :

Pilotez le support technique des produits :
Répondre aux questions sur l’utilisation et la maintenance des produits (questions des clients ou des assistants techniques déployés chez nos clients).
Analyser et traiter les faits techniques rencontrés par les clients, et leur impact sur la politique de soutien.
Animer et coordonner les équipes qui contribuent à la mise en œuvre de la solution (« design-authority », RMO, documentation technique, supply-chain, formation, etc).
Conduire les task-forces dédiées pour le traitement des points durs techniques ou logistiques.
Assurez la cohérence entre la configuration applicable, définie par la « design-authority », et la configuration appliquée chez les utilisateurs.
Participez à la validation des documentations techniques et à l’élaboration des bulletins de service.
Rédigez les éléments de communication clients sur les limites de vie des produits et participez aux études d’extension de durée de vie.
Assurez le suivi des obsolescences pour la gamme de produits de votre périmètre, et mettez en place les plan d'actions associés.
Instruirez l’impact sur le soutien logistique des évolutions de définition (évolution des moyens de maintenance, de la documentation, des rechanges…).
Apportez votre support technique notamment aux équipes log-pack, aux équipes en charge de la rénovation mi-vie et aux équipes du SLI.


Des déplacements réguliers de courtes durées en France et au Royaume-Uni sont à prévoir.


Profil recherché :

De formation ingénieur généraliste ou équivalent à dominante électronique, vous avez acquis dans votre parcours professionnel plusieurs années (>6ans) d’expérience dans le domaine du support produit ou dans le développement d'équipement complexe.
La connaissance du contexte MCO (Maintien en Condition Opérationnelle), des activités de support produit et de l’environnement logistique des produits (SLI) serait un vrai plus.
La maitrise courante de l’anglais est indispensable (TOIEC > 750).


Vos compétences comportementales :

Être doté d'un bon sens relationnel pour gérer les multiples interfaces internes et externes, et travailler en équipe.
Avoir une approche pratique des sujets et un bon esprit critique.
Disposer d'une grande réactivité et savoir travailler dans des délais restreints avec des contraintes multiples (plusieurs projets en parallèle).
Rigueur, organisation et autonomie sont également des atouts clés pour prendre en main le poste.


Travailler dans un environnement multinational (FR / UK / clients export / fournisseurs européens).
Être en interface au quotidien avec des équipes pluridisciplinaires en interne : Programme, Design Authority, Achats, Direction technique et Opérations, Secteurs clients CSS (France et export), etc.
Et en externe, être en contact régulièrement avec les fournisseurs et ponctuellement avec les clients nationaux et export."
,,"3,8",Michael Page,Technicien Support Réseaux H/F,Venerque,30 k € - 40 k € (Estimation de l'employeur),19j,"Intégrez les équipes de notre client, acteur majeur des télécommunications par satellite, comme Technicien Support Réseaux en CDI. Poste basé au sud de Toulouse.

Rattaché à l'équipe support, vous accompagnez les clients dans l'utilisation technique des produits et vous formez les supports aux niveaux précédents pour améliorer l'efficacité du service de l'entreprise.

La maîtrise de l'anglais courant est requise à ce poste.

En tant que Technicien Support Réseaux et dans le cadre des responsabilités qui vous seront confiées au sein du support technique niveau 2/3, sur la partie réseaux principalement, vos missions sont les suivantes :

Prendre en charge les demandes dans l'outil CRM et dans un ordre de priorité défini,
Vérifier les informations remontées par les lignes précédentes,
Informer les clients internationaux de la prise en charge de leurs tickets et leur tenir continuellement informé du statut de leur demande,
Tenir le ticket incident à jour et en assurer le suivi jusqu'à sa fermeture,
Valider la qualification du problème rencontré par le client,
Procéder aux vérifications correspondantes dans les outils internes,
Analyser les données disponibles pour poser un diagnostic ou appliquer une solution connue,
Tenter de répliquer le problème sur le banc de test et le cas échéant, se coordonner avec l'utilisateur afin de pouvoir extraire des données utiles à la résolution,
Prendre conseil auprès de l'équipe si nécessaire,
Prendre contact avec les équipes d'ingénierie ou partenaires tiers pour remonter des problèmes relevant de leur compétence, suivre cette demande et tenir le client informé du statut,
Participer à la formation des équipes aux niveaux précédents.

Diplômé minimum d'un Bac +2 minimum spécialisé en informatique, réseaux ou télécommunication, votre appétence pour la communication et l'informatique vous permet de comprendre et résoudre des problèmes complexes.

Vous avez des solides connaissances réseaux (protocole TCP/IP, VoIP...).

La maîtrise courante de l'anglais oral et écrit est nécessaire à ce poste.

Processus de recrutement :

Entretien avec votre Consultant Michael Page,
Entretien avec le Responsable Technicien Support N3 en visio,
Entretiens avec l'équipe RH et le Responsable Techniciens Support N3 sur site."
,,"3,9",EURO-INFORMATION PRODUCTION,Ingénieur système windows server (H/F),Tassin,35 k € - 55 k € (Estimation de l'employeur),30j+,"Qui sommes nous

Euro-Information, filiale technologique de Crédit Mutuel Alliance Fédérale, conçoit, réalise, maintient et exploite un système d’information commun utilisé par le Groupe.

Les activités de développement et de production informatique au niveau national et international sont assurées par environ 4000 salariés répartis sur plusieurs sites géographiques au niveau national : Strasbourg, Nancy, Dijon, Orléans, Lyon, Lille, Cergy, Val de Fontenay, Paris et Nantes.

Première Banque à adopter le statut d’entreprise à mission, le Crédit Mutuel Alliance Fédérale s’investit et s’engage dans différentes missions sociales et environnementales :

L’accompagnement de tous par notre organisation coopérative et mutualiste reste au cœur de notre ADN.
La technologie au service de l’humain est une référence dans notre monde connecté.
La solidarité et l’éco-responsabilité deviennent des axes clés dans notre développement.

Notre raison d’être : Ensemble, Ecouter et Agir.


Vos missions

Au sein du département Systèmes & Réseaux, vous intégrerez l’équipe Technologies des Serveurs Windows.
Experte sur le système d’exploitation Microsoft Windows Server, cette équipe fournit à l’ensemble des équipes Systèmes & Réseaux les outils de mise en œuvre, de déploiement et de gestion du système d’exploitation. Elle est également responsable de l’infrastructure de virtualisation des postes de travail (VDI) et des serveurs de fichiers déployés dans l’ensemble des bâtiments du groupe, en France ou à l’étranger.
Selon vos compétences et vos affinités vous serez amené à travailler sur tout ou partie de ces sujets.

En tant que membre de ces équipes, vos missions consisteront à :

Assurer le choix, les tests en laboratoire, l’intégration et le fonctionnement technique des matériels (serveurs au format tour ou rack).
Fournir les solutions de déploiement des systèmes Windows Server et les politiques/solutions de sécurité.
Assurer la conception, le développement et la mise en œuvre des infrastructures de gestion de vos solutions.
Etre référent de ces environnements techniques, et contribuer à l'administration et au support de l'ensemble de ces solutions.
Assurer la veille technologique et sécuritaire, et concevoir les nouvelles solutions.

Votre travail s’inscrira dans un environnement technologique de pointe, tout en appliquant des méthodes de travail rigoureuses visant à la production d’un service d’excellence. Nos équipes sont certifiées ISO 9001 et 27001.

Ce que vous allez vivre chez nous
Télétravail (2 jours par semaine)
Rémunération fixe versée sur 13 mois
RTT
Intéressement, participation et abondement
Plan épargne entreprise et PERCO
Contrat de santé collectif
Prévoyance
Retraite supplémentaire prise en charge à 100% par l’employeur
Conditions bancaires et assurances préférentielles
Politique parentale avantageuse

Ce que nous allons aimer chez vous

De formation supérieure (BAC +4/+5), vous justifiez d'une expérience réussie de minimum 2 ans sur un poste d’ingénieur système.
Vous maîtrisez l’installation, la configuration et l’administration de systèmes Windows Server (2012 / 2016 / 2019), le développement PowerShell, et la méthodologie de gestion de projet.
Des compétences sur la virtualisation de systèmes et Microsoft Hyper-V seraient un plus.
Vous êtes familier avec les principes de sécurisation des environnements serveurs et leur mise en œuvre.
Vous avez une bonne maîtrise de l'anglais et de son usage dans un cadre professionnel.

Vous savez faire preuve de curiosité, de capacité d'analyse, d'esprit pratique et de rigueur. Vous êtes capable d’une réelle autonomie. Vous possédez un bon relationnel, vous aimez travailler en équipe et vous souhaitez vous investir dans des projets d’envergure.


Autres informations

Le poste basé à Villeneuve d’Ascq ou Tassin la Demi-Lune est à pourvoir en CDI dès à présent."
,,"4,0",SOFITEX EXPERTS,Ingénieur automatisme et informatique industriel (H/F),Lingolsheim,42 k € - 55 k € (Estimation de l'employeur),30j,"À propos de nous

SOFITEX EXPERTS, filiale du groupe Sofitex, est un cabinet de conseil en recrutement, approche directe et intérim spécialisé sur les profils Experts, Cadres et Dirigeants.

Nous vous proposons une approche sur-mesure grâce à des consultants spécialisés par lignes métiers.

Toute la dynamique et le succès de Sofitex Experts sont fondés sur des engagements liés à la satisfaction de nos clients, de nos candidats et de nos collaborateurs.

Notre client, Octapharma, leader mondial dans la production de protéines humaines à partir de plasma et de cellules humaines, est un acteur clé de la santé avec plus de 11 000 collaborateurs à travers le monde. Sur le site de Lingolsheim, qui compte 800 employés, vous rejoindrez un environnement en pleine croissance, où chaque projet est une opportunité de faire bouger les lignes dans les domaines de l'immunothérapie, de l'hématologie et de la médecine d'urgence. Ici, l'esprit d'équipe, la convivialité et la responsabilité sont au cœur de leur ADN, stimulant vos compétences et offrant des perspectives de carrière ambitieuses. Rejoignez Octapharma pour transformer la santé de demain !

Aujourd’hui, vous avez la possibilité de poursuivre votre carrière en prenant le poste d'Ingénieur automatisme et informatique industriel (H/F) en CDI en horaires de journée.

Mission
Mission principale au service Automatisme:

Assurer la continuité de la production du site par le maintien en état opérationnel de l’ensemble des systèmes automatisés et informatiques industriels

Être à l’écoute de la production et améliorer son outil de travail Proposer des solutions innovantes, durable et fiable Assister et piloter les projets qui garantirons l’avenir de notre site

Rattachement hiérarchique au Responsable Automatisme

« L’évolution des technologies, la diversité des systèmes et les nouveaux projets font sans cesse évoluer notre

métier et nos compétences. Chez Octapharma chaque jour vous apprendra une nouveauté, aucune journée n’est

semblable à une autre et l’apprentissage permanent. Si vous aimez le challenge et la polyvalence rejoignez nous! ""

Tylinski Benjamin - Responsable automatisme

25 collaborateurs
Acteur incontournable et transverse, notre collaboration est très étroite avec de nombreux services


Quelles seront vos missions en tant qu’Ingénieur Informatique Industrielle ?

Renforcer l’équipe en apportant vos compétences et votre expertise en conception, développement, mise en service et maintien en condition opérationnelle de solutions informatiques industrielle

Piloter les projets en informatique industrielle

Participer à l’amélioration des installations par la réalisation d’actions correctives et amélioration continue sur les systèmes existants

Réaliser la veille technologique utile pour accompagner le site vers une industrie 4.0 avec notamment l’intégration de solutions IOT

Collaborer avec le service IT local et

Corporate dans la cybersécurité et la gestion des risques informatiques

Définir la stratégie de mise à jour et de migration des architectures des systèmes de production

Etre acteur dans le processus Qualité du Département : participation aux investigations des déviations Qualité, proposez et réalisez les plans d’actions associés

Participer à la création et au maintien des procédures du département

Profil

Pourquoi pas vous?

Formation Ingénieur en Automatisme/Informatique Industrielle

Expérience de 3 ans minimum en informatique industrielle, idéalement en industrie pharmaceutique

Reconnu pour votre expertise sur les environnements logiciels Wonderware et/ou Siemens WinCC scada

Une bonne maitrise des réglementations en vigueur est un plus (ex. 21 CFR Part 11)

Une expérience en Siemens PCS7 / Simatic Batch serait un vrai plus

Anglais courant souhaité

Reconnu pour votre leadership, votre sens des responsabilités, vous êtes rigoureux et autonome

Vivacité d’esprit et dynamisme dans la collaboration avec les différents acteurs

Cette opportunité est ouverte à toutes les personnes en situation de handicap ️. Chez Octapharma, ils sont convaincus que la diversité fait la force et ils mettent tout en place pour créer un environnement inclusif où chacun peut donner le meilleur de soi.


Mais ce qui compte vraiment ici, c'est votre énergie et surtout, votre MOTIVATION sans faille!

Et pour les petits à coté qui rendent la vie plus agréable :

Vous contribuez à sauver des vies Jour après jour, soyons fiers de produire des traitements qui sauvent des vies

Valeurs familiales: notre engagement auprès des collaborateurs et de leur entourage

Parcours d’intégration complet dès votre 1er jour

Développement de vos compétences : large panel de formations proposé tout au long de votre carrière

Situé en centre ville, parkings auto/moto/vélo, accord écomobilité

Rest'O d’entreprise : 7j/7 petit déjeuner/déjeuner/dîner, produits locaux cuisinés sur place, prise en charge partielle coût du repas

Vie d’entreprise active : journées de sensibilisation, semaines à thème, événement annuel

CSE dynamique: accès billetterie à tarifs préférentiels, activités sportives, chèques vacances, fête Noël enfants

Micro-crèche d'entreprise

Primes Intéressement/participation

Mutuelle attractive

Chez Sofitex Experts, nous valorisons la transparence dans le processus de recrutement. Après un premier entretien avec Mathilde au cabinet ou en visio selon votre localisation. Puis vous passerez un entretien avec le Manager et l, suivi d'une rencontre sur leur site avec le Directeur de site."
,,"3,5",EFF - Kisio Services et Consulting,Responsable applicatif billettique F/H,Marseille,,19j,"Responsable applicatif billettique F/H

Systèmes d'Information




Inspirer et mettre en mouvement une mobilité responsable.




KISIO Services et Consulting offre aux collectivités, aux opérateurs de transports et aux entreprises une approche experte, multidisciplinaire et sur-mesure de la mobilité




Au quotidien, nous allions conseil et services opérationnels et œuvrons à la transition sociétale, environnementale et énergétique, en agissant en faveur d’une mobilité durable au service des citoyens.




Nous sommes une filiale française du groupe Keolis, fruit du rapprochement de plusieurs entités expertes en 2015.

Ce que nous pouvons accomplir ensemble :




Sous la responsabilité d’un Manager, et en collaboration avec une équipe constituée de plusieurs talents de divers horizons, vous intervenez en interne ou chez nos clients sur différents projets d’envergure portant sur des thématiques variées, enrichissantes et en constante évolution.




Votre rôle :




A ce titre vos principales missions seront les suivantes:

Traitement des anomalies billettiques de production remontées en niveau 2 (diagnostic, reproduction, sollicitation du niveau 3 - développeurs et experts - , coordination et communication des actions de correction)
Accompagnement technique des mises en recette et des mises en production d’applicatifs logiciels billettiques (préparation et livraison de packages logiciels, coordination et suivi des actions des exploitants des SI)
Accompagnement technique de migrations d’environnements de recette ou de production (migrations logicielles de serveurs, migrations d’infrastructures informatiques)
Rédaction et maintien de documentation technique opérationnelle (guides techniques, manuels utilisateurs) relative aux outils de supervision des SI Billettiques (de type consoles) et de livraison de packages logiciels
Rédaction et maintien de procédures



Votre profil :




Formation : Vous avez un Bac +5 en informatique, systèmes d'information ou équivalent.
Compétences techniques : Vous connaissez les outils de ticketing et les systèmes d'information. Une expérience en billettique ou dans la mobilité serait un vrai plus.
Vous avez l'esprit analytique, êtes réactif, faites preuve d'une bonne communication et êtes autonome



Processus de recrutement :




Un process de recrutement simple et fluide:




1- Si votre candidature est présélectionnée, vous serez contacté(e) pour un premier échange RH.

Si votre profil n'est pas retenu pour cette offre, vous recevrez une réponse par mail.

2- Si votre candidature est retenue à la suite de la préqualification, vous rencontrez votre futur manager et éventuellement d’autres membres de l’équipe.

3- Votre candidature est validée ? Vous serez contacté(e) par l’équipe RH afin de vous transmettre une offre de contrat.

Si vous n'êtes pas retenu(e) suite aux entretiens, vous en serez informé(e) dans les meilleurs délais.




Kisio cultive la diversité et l’inclusion au sein de ses équipes, tant en termes de niveau d’études, de diplômes, d'expériences ou encore en termes de personnalités, de genre, d’âge, de statut social, d’ethnicité, de religion, d’orientation sexuelle ou de handicap.




Pourquoi nous rejoindre ?




Donner du sens à votre quotidien en contribuant à relier les citoyens et les territoires, tout en soutenant le développement d’une mobilité durable
Gagner en expertise, pouvoir innover et faire preuve d’audace. La chance est donnée à toutes les compétences qui souhaitent briller. Chaque idée mérite d'être entendue et chaque collaborateur peut faire la différence.
Un environnement de travail agréable favorisé par un véritable esprit d’équipe et une vie d’entreprise dynamique : animations thématiques, sensibilisation, partage d’expérience, les rendez-vous sur les actualités Kisio…
Nos engagements RSE : Créer de la valeur pour nos clients, pour les voyageurs et pour les territoires ; Placer l’humain au cœur de nos priorités ; Agir pour la protection de la planète et pour la réduction de notre impact environnemental ; Assurer une croissance durable et responsable de nos activités; Engagement solidaire (Kisio offre à chaque collaborateur l’opportunité de consacrer 0.5 jour par an à une mission à fort impact social (distribution de repas, confection de kits, collectes, mentorat…)
Nos différents avantages : Accord télétravail jusqu’à 3 jours, CSE, Plan Epargne Entreprise, Forfait Mobilité Durable, Remboursement transport en commun à hauteur de 75%…"
