"Nom_poste","Contrat","Description","Salaire","Experience","Entreprise"
"Ingénieur(e) Data Spotfire - Toulouse - F/H - Système, réseaux, données (H/F)","Contrat à durée indéterminée

Contrat travail","Descriptif du poste:

Pour quel poste ?
Nous recherchons un(e) Ingénieur Data Spotfire. Ce poste en CDI vous offre l'opportunité de travailler dans un environnement innovant et de contribuer à des projets de data visualisation de grande envergure.
Dans le cadre d'un projet spécifique, vous intégrerez une équipe dynamique qui se concentre principalement sur l'utilisation de TIBCO Spotfire pour la visualisation des données et, dans une moindre mesure, de SAP Business Project/ SAP BW.
Missions principales :
En tant qu'Ingénieur Data Spotfire, vous aurez pour missions :
* Concevoir et développer des visualisations de données avancées avec TIBCO Spotfire (environ 60 % de votre temps)
* Gérer et exploiter des données issues de SAP BW et SAP SAC (environ 40 % de votre temps)
* Travailler en collaboration avec les équipes Business Analyst, Scrum Master et Product Owner
* Contribuer à l'intégration et au traitement des données (data pipelines en PySpark et stockage Palantir Foundry)
* Participer activement aux sprints Agile

Profil recherché:

Profil recherché :
De formation Bac+2 à Bac+5 en informatique, data engineering ou équivalent, vous justifiez d'une expérience de de minimum 3 ans d'expérience sur un poste similaire.
Compétences techniques souhaitées :
* TIBCO Spotfire
* SAP BW / SAP SAC
* Maîtrise de PySpark serait un plus
* Connaissance des environnements Agile / Scrum","Salaire brut : A négocier","Expérience exigée de 4 An(s)","TECH VALLEY"
"Chef de Projet Fonctionnel - Data F/H - Système, réseaux, données (H/F)","Contrat à durée indéterminée

Contrat travail","Descriptif du poste:

Description de l'entreprise

Harry Hope, cabinet de recrutement, accompagne candidats et entreprises dans leurs recherches des meilleures opportunités en France et à l'international. Afin de mieux répondre à vos enjeux, tous nos consultants sont spécialisés par secteur d'activité et zone géographique.
Missions

Nous recrutons pour notre partenaire dans le domaine de gestion de données à Bordeaux, un Chef de projet fonctionnel (H/F) orienté Data, pour un poste en CDI à temps plein.

En tant que Chef de Projet (H/F), vous aurez un rôle central pour piloter des projets data orientés sur l'optimisation et la structuration des flux de données. Intégré dans une équipe dynamique, vous interviendrez sur des projets variés où vos compétences en gestion de la Data seront valorisées.

Vos missions incluront :

- Avant-vente : contribuer aux réponses aux consultations, en analysant la faisabilité des projets.
- Gestion des flux de données : identifier et structurer les échanges de données entre les systèmes d'information internes et externes
- Pilotage technique : choisir les composants techniques adaptés et gérer les phases de lancement, de suivi et de développement.
- Suivi du planning : garantir le respect du planning, superviser les tests unitaires et fonctionnels, et présenter les livrables durant la recette.
- Évaluation technique : participer aux comités de pilotage pour évaluer l'impact technique des évolutions du projet.

Profil recherché:

Profil recherché

De formation supérieure en Informatique, vous justifiez d'au moins 2 ans d'expérience en gestion de projets orientés Data, avec une bonne maîtrise de l'environnement SQL, de la modélisation de données et du processus ETL.
Vous êtes reconnu(e) pour votre capacité d'analyse, votre rigueur, et votre sens de l'organisation. Doté(e) d'un excellent relationnel, vous aimez le travail en équipe et êtes à l'aise en télétravail partiel.","Salaire brut : A négocier","Débutant accepté","Tekkit.io"
"Chef de Projet Data H/F","Contrat à durée indéterminée

Contrat travail","Intégré dans une équipe à taille humaine et rattaché à la direction Marketing, le Chef de Projet Data a pour mission de gérer, maintenir et optimiser les données de référence (produits et fournisseurs), tout en contribuant au développement de la marketplace. 
A ce titre, les missions du Chef de Projet Data sont les suivantes: 
 * Contrôler l'exhaustivité des fichiers pour la création et correction des données articles dans SAP et MDM ;
 * Collaborer avec les fournisseurs pour enrichir les fichiers avec visuels, textes, fiches techniques et vidéos ; 
 * Créer et modifier les données fournisseurs selon les informations d'achats et de gestion des stocks ;
 * Participer aux actions d'alignement des données décidées par le groupe ;
 * Piloter les projets d'amélioration des process avec l'ensemble des parties prenantes internes et externes ;
 * Aligner les promotions dans l'ensemble des outils digitaux.
Liste de missions non exhaustive.
Diplômé d'une formation supérieure en marketing/informatique (Bac+5 minimum), vous justifiez d'au moins une première expérience en mise en forme de datas et gestion de projets transverses, expérience idéalement acquise au sein d'un grand groupe.
Vous savez mener à bien plusieurs projets complexes simultanément et avez une bonne capacité d'analyse des KPIs. Vous maîtrisez SAP et Excel. Niveau d'anglais courant pour s'épanouir au poste.
Poste ouvert aux candidats en situation de handicap.","Salaire brut : Annuel de 45000,00 Euros à 50000,00 Euros","Expérience exigée de 1 An(s)","Page Personnel"
"Data Analyst Qlik Sense - Nantes F/H - Système, réseaux, données (H/F)","Contrat à durée indéterminée

Contrat travail","Descriptif du poste:

Dans le cadre du&nbsp;développement de notre pôle d'activité BI&nbsp;et de notre&nbsp;partenariat ELITE&nbsp;depuis plus de 14 ans&nbsp;avec l'éditeur QLIK, nous recrutons un(e) Data Analyst Qlik Sense H/F pour notre agence de Nantes.
&nbsp;
Tu veux faire ça dès demain ?
Intégrer une équipe au taquet sur les solutions&nbsp;Qlik&nbsp;et transmettre ta passion pour la DATA à tes clients. Cette petite flamme que tu as, tu nous l'apporteras ! A nous, ta future boîte (on espère), à ta team, à la communauté que tu rejoindras, et surtout à ton client ! Tu n'as pas idée à quel point tu peux nous apprendre des choses.
&nbsp;
En tant que Véritable Expert, tes missions seront d'accompagner nos clients de la définition de leurs besoins à l'implémentation de la solution Qlik.
&nbsp;
Et sinon, ce qui pourrait faire partie de ton quotidien, c'est surtout :
* Participer à des missions de conseils : cadrage, aide aux choix d'outils.
* Dialoguer avec les utilisateurs pour bien comprendre leurs besoins
* Apporter un regard avisé et des conseils d'Expert
* Réaliser la conception fonctionnelle et technique : recueil et analyse des besoins métiers, rédaction des spécifications fonctionnelles et techniques, animation d'ateliers, modélisation, préconisations.
* Développer, tester, optimiser (performances, design, etc...)
* Accompagner et participer à des avant-ventes
* Mettre en place des normes et des bonnes pratiques
* Transmettre tes compétences à travers des ateliers et formations
&nbsp;
Là on parle de demain, mais si on voit plus loin ensemble ?
On aura des possibilités d'évolution en DATA (management - analytics - intelligence) ou encore en gestion de projet, expertise technique, management, commerce., ce qui est sûr c'est qu'on sera à ton écoute !

Profil recherché:

Tu penses avoir les cartes en main ?
Pour se lancer dans la partie, ta passion pour l'analyse de données et ton expérience significative (3 ans minimum) sur la mise en œuvre de projets de Data Visualisation te permettront de nous convaincre de tes compétences et de nous parler de tes beaux projets DATA avec des étoiles dans les yeux !
Bien sûr, ce qu'on aimera avant tout chez toi, c'est ton côté pédagogue et ton envie de partager tes connaissances sur QlikView, QlikSense, NPrinting.
Alors si tu sais nous proposer une suite avec les cartes :&nbsp;Autonomie / Service / Esprit d'équipe / Agilité&nbsp;et un joker, alors tu as toutes les chances d'avoir TA place au sein de l'équipe !
&nbsp;
Côté Technique ?
Regarde un peu si ça peut matcher entre nous ! Plus tu coches de cases, plus tu as de chances de gagner.
* Service client (Bah oui on est quand même une entreprise de services )
* Maitrise d'une solution DATA (Qlik Sense, QlikView, Power BI, Tableau)
* Qualités relationnelles
* Attirance pour la Tech et être un vrai profil Technico-fonctionnel
* Une certification Qlik serait un vrai plus !
* Agilité
* Anglais LV1","Salaire brut : A partir de 40 k€ brut annuel","Expérience exigée de 3 An(s)","ACSSI"
"Data and BI Senior Analyst H/F","Contrat à durée indéterminée

Contrat travail","Sous la responsabilité du Responsable BI, vous gérez des projets de mise en place de solutions ETL/BI à l'aide des outils Azure et Power BI.
Au sein d'une équipe de 3 personnes, vos missions consistent à : 
 * Recueillir et analyser les besoins utilisateurs,
 * Organiser et animer des réunions,
 * Rédiger des spécifications fonctionnelles et techniques détaillées,
 * Estimer les charges, réaliser les chiffrages et plannings, concevoir la solution (architecture fonctionnelle, définition du plan d'actions de la solution),
 * Développer les flux d'alimentation ETL du data warehouse,
 * Concevoir et maintenir les tableaux de bord,
 * Réaliser des tests et recettes,
 * Coordonner et piloter le déploiement avec les équipes techniques et les prestataires,
 * Documenter, maintenir et faire évoluer les solutions existantes et futures,
 * Assurer le support et la formation sur les outils BI,
 * Remonter les alertes et tenir à jour un suivi d'avancement régulier,
 * Participer aux différents projets data BI.
Les plus : 
 * La connaissance de Dynamics D365 serait un plus.
Réel profil polyvalent, vous appréciez intervenir à chacune des étapes d'un projet de migration/optimisation d'un data warehouse. Vous êtes le profil idéal si : 
 * Vous avez 5 ans d'expérience minimum à un poste de Data Analyst,
 * Vous êtes familier avec les modèles de données et savez les analyser,
 * Vous avez effectué l'ingestion et transformation des données venant de plusieurs sources dans un Data Lake Azure grâce à des pipelines Azure Data Factory (ADF),
 * Vous avez effectué la conception et l'implémentation d'un Data Warehouse hébergé sur une base de données Azure SQL Server,
 * Vous savez faire un rapport sur Power BI et êtes familier avec la visualisation des données.","Salaire brut : Annuel de 58000,00 Euros à 62000,00 Euros","Expérience exigée de 1 An(s)","Michael Page"
"Coordinateur Master Data F/H - Système, réseaux, données (H/F)","Contrat à durée indéterminée

Contrat travail","Descriptif du poste:

Le Groupe Beneteau, Division Bateau, recrute un(e) Coordinateur(rice) Master Data ERP.

Rattaché(e) au Responsable du service Master Data, vous participez à la fiabilité des données et des paramétrages associés dans l'ERP.
Ce métier offre des challenges intellectuels variés ainsi qu'une forte part d'échange avec de nombreux services de l'entreprise (marketing, bureau d'études, méthodes, administration des ventes, planification, contrôle de gestion, tarification) sur l'ensemble du cycle de vie des bateaux.

Le poste est situé à Dompierre-sur-Yon, en Vendée (85).


Missions

Après une période de formation sur le métier et les outils en place, vos principales missions sont :

Dans le cadre de la préparation au Go Live du nouvel ERP :
- Se former à la création et à la maintenance des informations dans les outils actuels
- Créer et maintenir les données dans l'ERP : base articles et paramètres connexes, base nomenclatures, base gammes
- S'approprier les processus et méthodologies
- Monter en compétence progressive sur les tâches opérationnelles en renfort des équipes en place
- Accompagner la transformation des données historiques vers le nouveau modèle de données
- Se former au nouvel ERP

À partir du Go Live sur le nouvel ERP (programmé pour janvier 2026) :
- Créer et maintenir les données dans le nouvel outil
- Assurer la mise à jour de la documentation et le traitement des données - Contribuer à la montée en compétence dans l'équipe sur les nouveaux processus métiers

Profil recherché:

De formation de niveau BAC+2 minimum, vous justifiez d'une expérience significative à un poste similaire. Vous disposez d'une connaissance des processus industriels et de la gestion du cycle de vie des produits.
Idéalement, vous disposez d'une bonne connaissance de l'organisation de la donnée au sein d'un système d'information. 
Vous avez une bonne connaissance d'Excel et vous êtes agile avec les outils informatiques.
Vous maîtrisez l'anglais professionnel.

Au-delà de vos compétences techniques, vous avez le sens relationnel, l'esprit d'équipe et vous êtes force de proposition.
Votre curiosité et votre agilité vous permettent de vous adapter rapidement au poste et aux réalités opérationnelles.
Vous faites preuve d'écoute, vous prenez des initiatives tout en contribuant à la réussite collective. Rigoureux(se), vous êtes reconnu(e) pour votre autonomie et vos capacités à relever des challenges.","Salaire brut : A négocier","Expérience exigée de 1 An(s)","Groupe Beneteau"
"Data Engineer Talend Nantes F/H - Système, réseaux, données (H/F)","Contrat à durée indéterminée

Contrat travail","Descriptif du poste:

Dans le cadre du développement de notre pôle DATA et de notre partenariat GOLD avec l'éditeur TALEND, nous recrutons un(e) Data Engineer Talend confirmé(e) en CDI.
 
Tu veux faire ça dès demain ?
* · Intégrer l'équipe DATA Management (ETL, ELT, ESB, MDM, API, Qualité, Gouvernance, Preparation, .) composée d'une vingtaine de consultants maitrisant les différents modules Talend et Snowflake.
* · Accompagner nos clients dans la réflexion sur l'architecture DATA à mettre en place, le lancement et la réalisation de projets autour du traitement et du partage de la donnée.
* · Être identifié(e) parmi les référents Talend et ainsi participer aux avant-ventes, POCs, chiffrages projets, accompagner nos juniors, participer aux événements.
 
Ce qui pourrait faire partie de ton quotidien, c'est surtout :
* Le conseil en stratégie et architecture DATA
* La conception technique ou fonctionnelle des solutions
* Le développement de flux d'intégration ou inter-applicatifs
* La planification en batch ou en temps-réel
* La modélisation, l'administration, et l'optimisation de base de données (notamment avec Snowflake )
* L'accompagnement client dans la mise en œuvre de ces solutions
* L'animation d'une équipe de développeurs DATA sur un projet client ou en interne
* La participation au processus d'amélioration continue
* Le partage de connaissances et bonnes pratiques
* Le travail en étroite collaboration avec l'équipe DATA Analytics qui est spécialisée sur la restitution de données (principalement avec Qlik)
 
Un exemple de projet concret où tu pourras exprimer ton potentiel :
Après des années à tout faire sur QlikView, les conseils de Pierrick ont permis à notre client de remettre à plat toute son architecture DATA pour gagner en maintenabilité et pouvoir couvrir des besoins innovants. Tony a su enfoncer le clou avec son POC sur Snowflake qui les a convaincus à migrer sur cette solution ultra-performante.
Sur l'usage, on entend parler de partage de données, alimentation en temps réel, gouvernance et maîtrise de la qualité des données, sécurité, cloud, et restitution !
Côté techno, tout est sur le cloud de Microsoft Azure et on travaille au quotidien sur Talend, Snowflake, Azure ML, Qlik, SAP Analytics Cloud et Power BI.
Et dernièrement, c'est Paul qui rejoint nos 7 autres collaborateurs à temps plein sur ce projet.

Profil recherché:

Tu penses avoir les cartes en main ?
Tu es à la limite de ne plus savoir compter ton nombre d'années d'expérience dans la DATA sur les doigts d'une seule main.
En bonus, tu as eu au minimum un projet significatif sur Talend qui t'a donné envie d'en savoir toujours plus sur cette techno.
 
Pour un maximum d'impact, tes atouts devront être : Expertise · Curiosité · Service · Ecoute · Partage.
 
Tu es toujours bien accroché à cette annonce ?
Alors regarde un peu si ça peut matcher entre nous ! Plus tu coches de cases, plus tu as de chances de gagner.
 
Prérequis :
* Service client (Bah oui on est quand même une entreprise de services )
* Maitrise des solutions Talend Cloud
* Maîtrise des langages de développement Java et SQL (forcément)
 
En options :
* Fibre commerciale pour les phases d'avant-vente
* Animation d'équipe, management
* Snowflake
* Kafka · RabbitMQ
* Expérience sur d'autres ETL ou ELT","Salaire brut : A partir de 40 k€ brut annuel","Expérience exigée de 3 An(s)","ACSSI"
"Data Analyst (H/F)","Contrat à durée indéterminée

Contrat travail","Vous parlez anglais ? 
Cette annonce est pour vous! 
Client final recherche son/sa futur(e) Data Analyst pour accompagner la croissance de l'entreprise! 
Vous évoluerez dans un contexte international, la société croit par l'acquisition de filiales externes et s'étend donc au delà des frontières françaises! 
Aujourd'hui, c'est près de 800 collaborateurs, dont 450 en France.
Au sein du service informatique, composé d'un pôle support, développement et administration S/R ; vous serez directement rattaché(e) au DSI et vous prendrez en charge les projets BI, principalement basés sur SQL Server. 
 
En collaboration avec les équipes, vous jouerez un rôle central dans l'analyse, la consolidation, et la visualisation des données pour répondre aux besoins stratégiques de l'entreprise et consolider les données statistiques de toutes les filiales pour produire des reportings précis et exploitables. 
 
Vos missions principales : 
* Effectuer des extractions et visualisations de données sur Power BI et travailler sur Navision pour intégrer et gérer les informations. 
* Réaliser des analyses inférentielles de données et concevoir des analyses automatisées pour soutenir les équipes métiers. 
* Exploiter des solutions de Cube SSAS pour organiser et optimiser le traitement des données. 
* Assurer une veille scientifique et technologique pour identifier des innovations utiles en BI et en data science. 
* Gérer la documentation technique, le support et la formation des utilisateurs internes. 
* Utiliser Power Apps et Power Automate pour développer des workflows et automatiser les processus. 
* Participer activement à la mise en place de rapports et à l'analyse des données via SSAS et Power BI. 
Compétences techniques requises : 
* Maîtrise des outils SQL Server et SSAS (SQL Server Analysis Services) pour le traitement de données. 
* Expérience avec Power BI et SSAS pour l'analyse et la visualisation de données. 
* Connaissance de Navision et des solutions Microsoft (Power Apps, Power Automate) pour la création de solutions automatisées. 
* Capacités analytiques solides et rigueur dans la gestion et la consolidation des données. 
 
 
Poste en CDI à pourvoir dès que possible. 
Contrat AM ou Cadre selon profil 
 
Rémunération à définir 
13ème mois versé en 2 fois 
Primes vacances 
Participation 
TR pris en charge à 50% 
TT 1 jour / semaine après PE validée 
Mutuelle
Profil recherché : 
 
- Bac+3 en informatique. 
- Deux ans d'expérience dans un rôle similaire. 
- Maitrise de l'anglais 
- Vous êtes organisé(e), rigoureux(se), et possédez un bon sens de l'analyse. 
- Vous avez une expérience confirmée en reporting, visualisation de données, et automatisation de processus. 
 
De plus, vous possédez : 
 
 - Un fort esprit analytique avec une approche axée sur les solutions. 
 - Un intérêt marqué pour l'analyse des données. 
 - Une capacité à travailler de manière autonome, rigueur et proactivité. 
 
Enfin vous appréciez le travail collaboratif et parlez très bien anglais! 
 
Process de recrutement : 
Un premier échange avec moi si on ne se connaît pas 
Un second échange avec les RH 
Un dernier échange avec les RRH et le Responsable IT 
 
Envie d'en savoir plus ? Postulez ou contactez-moi sur LinkedIn! 
 
Pauline 
FED IT","Salaire brut : Annuel de 30000,00 Euros à 40000,00 Euros","Expérience exigée de 5 An(s)","Fed Group"
"Data Scientist Informatique Quantique F/H - Système, réseaux, données (H/F)","Contrat à durée indéterminée

Contrat travail","Descriptif du poste:

Au sein d'Euro-Information, la Quantum Factory a pour mission principale de concevoir, prototyper, intégrer, tester et de mettre à l'échelle les cas d'usage quantiques. Pour cela, elle définit une architecture, intègre et développe des outils et construit les algorithmes quantiques pertinents pour les métiers du groupe.
Au sein de l'équipe Quantum Factory, vos missions principales seront :
* Le développement et l'entraînement d'algorithmes de Quantum Machine Learning (QML)
* Le développement, le maintien et la mise à disposition de briques modulaires d'algorithmes quantiques
 
Activités principales :
* Développement d'algorithmes de Quantum Machine Learning
* Développement de modèles de Machine Learning Classiques à des fins de comparaisons et/ou de complémentarité
* Echange avec les interlocuteurs métiers ciblés pour la définition des objectifs, des besoins et de leur implémentation à l'aide de la technologie quantique à disposition du groupe (IBM Quantum)
* Synchronisation et coordination avec les référents techniques (internes, prestataires et experts IBM Quantum) pour les développements des moyens nécessaires à la mise en œuvre du cas d'usage.
* Assurer le reporting auprès des organes de pilotage de la Quantum Factory

Profil recherché:

Vous êtes de formation bac +4/5.
 
Connaissances et compétences :
* Analyse de données
* Maîtrise de Python et des principaux framework de Machine Learning
* Communication écrite et orale, reporting
* Bonne maîtrise de l'anglais (beaucoup d'interlocuteurs ne parlent qu'anglais et certaines réunions sont menées dans cette langue)
 
Savoir-être et savoir-faire :
* Avoir le sens relationnel
* Avoir un esprit d'analyse et de synthèse
* Être autonome, réactif(ve) et force de proposition
* Être rigoureux(se) et organisé(e)
* Avoir le goût du travail en équipes pluridisciplinaires
* Etre à l'aise dans un cadre innovant et en constante évolution
* Savoir prendre du recul et convaincre
* Capacité à se former rapidement et efficacement
 
Autre qualité :
* Avoir un intérêt particulier pour les nouvelles technologies et l'innovation
* Vouloir se former ou se perfectionner en informatique quantique
 
Un cursus en informatique quantique est un atout mais n'est pas obligatoire, nous mettons à disposition des ressources et des experts pour monter au niveau de compréhension nécessaire au bon exercice du rôle.","Salaire brut : A négocier","Débutant accepté","EURO-INFORMATION DEVELOPPEMENTS"
"Data Scientist F/H - Système, réseaux, données (H/F)","Contrat à durée indéterminée

Contrat travail","Descriptif du poste:

Description de l'entreprise

Le Groupe RATP, implanté dans 14 pays, sur quatre continents est le 5e groupe de transport public urbain au monde. Il est composé d'une maison-mère qui exploite le réseau francilien, un réseau multimodal parmi les plus complexes et d'une centaine de filiales qui proposent une variété d'expertises en France et à l'International. C'est une entreprise intégrée qui détient une expertise globale : Ingénierie, exploitation et maintenance.
Missions

Quel sera votre quotidien ?

Votre principal rôle sera de :

Participer à l'identification, la qualification et la priorisation de cas d'usage de data science à forte valeur métier ;

Assurer, sous la supervision d'un Lead Data Scientist, la réalisation scientifique et technique des projets de data science, en se conformant au modèle de delivery et aux standards de développement promus par le CE Data

Accompagner le déploiement des projets sur les infrastructures de production (support du build et du run) et leur intégration dans les processus métier concernés

Assurer l'interface avec l'ensemble des parties prenantes (métiers et techniques) et contribuer à l'animation des réunions projet : kick-offs, revues de sprint, comités de pilotage, etc.

Valoriser les travaux au sein et à l'extérieur du groupe par le biais de communications et de démonstrations

Vous contribuerez également aux activités transverses du CE Data : missions d'expertise diverses, création de contenus de formation et d'acculturation, développement de l'offre du CE Data, participation à l'animation de la communauté data science du groupe, etc.

Pour en savoir plus, cliquez sur le lien suivant : https://www.ratp.fr/groupe-ratp

Profil recherché:

Profil recherché

Vous êtes diplômé d'un BAC+5 en Data Science (ou équivalent) et avez acquis au moins 2 années d'expérience dans ce domaine.

Pour relever ces défis, nous recherchons une personne disposant d'un bagage scientifique et technique solide :

Compétences avancées en mathématiques, statistiques et intelligence artificielle

Compétences dans le recueil, le traitement et l'analyse de données afin de répondre à des besoins métier spécifiques

Compétences dans le développement et le déploiement de modèles d'apprentissage automatique dans un contexte industriel

Connaissance de Python et, idéalement, de PySpark, SQL et Git

Vous vous reconnaissez ? N'hésitez pas à postuler directement en ligne !

Tous nos métiers sont ouverts aux personnes en situation de handicap.

Informations complémentaires

Type de contrat : CDI

Localisation : Maison de le RATP - Paris 12ème

Télétravail : Oui

Principaux avantages de l'entreprise

Évolution de carrière vers d'autres métiers y compris en filiales internationales

9 semaines de congés, soit 206 jours travaillés par an","Salaire brut : A négocier","Débutant accepté","Tekkit.io"
"Data Engineer H/F","Contrat à durée indéterminée

Contrat travail","TimTek est une startup à mi-chemin entre l'incubateur et l'ESN, dont les objectifs sont multiples.
Tout d'abord, nous développons une activité de prestation intellectuelle dans le domaine IT autour de 4 sujets :
* Développement : Java, PHP, C#, Javascript et tous leurs frameworks.
* Infrastructure : Cloud, Devops, Architecture, Administration systèmes et réseaux.
* Data : Business Intelligence, Data Science, Big Data, Data Analysis, Data Engineering.
* Fonctionnel : Gestion de projet, Consultant fonctionnel
Dans un second temps, nous réinvestissons l'ensemble des bénéfices afin d'autofinancer le lancement de projets digitaux innovants qui ont un rapport avec la RSE (intérêt général, écologie ou autre).
Ainsi, nous rassemblons aujourd'hui une communauté de 40 consultants entreprenants et notre objectif est de continuer cette croissance en vous présentant des projets de qualité.
Aujourd'hui, nous sommes à la recherche d'un Développeur Data Engineer (H/F) pour intégrer notre équipe lyonnaise.
Vos missions seront de :
* Concevoir et proposer les solutions de développement répondant aux besoins fonctionnels et techniques des projets big data
* Participez à la conception de solutions permettant le traitement de volumes importants de pipelines données
* Réaliser ces solutions par l'écriture de code, en respectant les méthodes et procédures qualités définies au sein du département Technique
* Mise à disposition sécurisé et lisible de la Data
* S'assurer de la conformité fonctionnelle et technique de ces réalisations en effectuant les tests automatisés nécessaire et la mise en place de monitoring (système et qualité)
* Assurer la maintenance des applicatifs / plateforme data science
* Assurer une veille technologique
Les compétences à maîtriser :
* Spark,
* Scala,
* Java,
* Hadoop,
* Stack AWS,
* Expertise dans le stockage de données et les outils ETL,
* Principes CI/CD,
* Développement de BDD (SQL, NoSQL...),
* Pratiques AGILE.
Autres :
* RTT
* Tickets restaurant
* CE
* Incubateur de projets
* Soirées d'entreprise (escape game, restaurant, sport...)
* 300€ / an de remboursement pour les frais liés au sport
L'aventure TimTek vous intéresse, alors n'hésitez pas à nous envoyer votre candidature. :-)
Type d'emploi : Temps plein, CDI
Statut : Cadre
Avantages :
* Prise en charge du transport quotidien
* Réductions tarifaires
* RTT
* Travail à domicile occasionnel
Horaires :
* Du lundi au vendredi
* Période de travail de 8 Heures
* Travail en journée
Rémunération supplémentaire :
* Heures supplémentaires majorées
Lieu du poste : Télétravail hybride (69002 Lyon 2e)","","Débutant accepté",""
"Project Manager Data (H/F)","Contrat à durée indéterminée

Contrat travail","Vectorive est à la recherche de talents prêts à rejoindre une équipe engagée et motivée. Travailler avec nous, c'est adhérer à une culture d'excellence et d'innovation.
En tant que Project Manager Data, tu travailleras au sein de l'équipe data et participeras au management de projets impliquant les pôles Data Engineering, BI Engineering et Data Analysis. Nous t'attendons ASAP
Tes missions principales :
Collecte des besoins : Comprendre et recueillir les exigences des clients en matière d'analyse de données et de visualisation.
Coordination de projets : Planifier, organiser et superviser les projets liés à la gestion des données.
Traduction des besoins : Transformer les attentes des clients en spécifications
Définition des KPIs : Aider à identifier les indicateurs de performance clés (KPIs) pertinents pour le client.
Piloter le développement de dashboards : Superviser la création de tableaux de bord interactifs et visuels pour répondre aux besoins des clients.
Suivi et ajustements : S'assurer que les solutions mises en place répondent aux attentes et apporter des ajustements si nécessaire.
Contribuer activement au développement de nos projets en Data Intelligence
Participer à l'amélioration des process métiers existants
Collaborer avec les différentes équipes: Data engineers, data analysts, Product owner.
Connaissance des outils d'analyse de données (SQL, ETL, outils de visualisation de données)
Maitrise de Confluence, JIRA et les méthodes Agiles
Compétences clés pour le poste :
- Excellentes aptitudes relationnelles, capacité de communication orale et écrite.
- Maîtrise parfaite de la gestion de projet
- Esprit analytique et orienté solution
- Bon niveau d'Anglais demandé
- Expérience de minimum 2 ans requise en management de projet
- Diplômé en informatique, en génie logiciel, en ingénierie des données ou dans un domaine connexe (ou avec une expérience équivalente)
Process recrutement : Un entretien de motivation + Un entretien technique
Engagé dans une politique de Diversité, d'Equité et d'Inclusion, Vectorive ouvre ses postes à tous les talents.
Poste basé à La Défense
Savoir-être
Capacité d'analyse
Capacité de communication
Esprit d'équipe
Motivation
Sens du relationnel
Savoir-faire
Amélioration continue
Analyse de données
ASAP
Communication écrite
Communication orale
Confluence
Culture
Dashboard
Data Visualisation
Extract Transform Load
Génie informatique
Gestion de base de données
Gestion de planning
Gestion de projet
Informatique
Informatique décisionnelle
Jira
Management de projet
Management des personnes
Mesure de la performance
Méthodologie agile
Processus de recrutement
Rédaction de spécifications techniques et fonctionnelles
Réponse aux besoins
SQL
Tableaux de bord
Technologies innovantes et management de l'innovation
Traduction
Type d'emploi : Temps plein, CDI
Statut : Cadre
Rémunération : à partir de 30 000,00€ par an
Avantages :
* Prise en charge du transport quotidien
Horaires :
* Du lundi au vendredi
* Repos le week-end
* Travail en journée
Formation:
* Bac +5 (Master / MBA) (Optionnel)
Lieu du poste : En présentiel","","Expérience exigée",""
"Data Engineer H/F","Contrat à durée indéterminée

Contrat travail","* Industrie
* Groupe en pleine transformation
* CDI - Nantes
Vous rejoignez un acteur mondial dans le domaine de l'industrie et prenez part à son programme de transformation digitale pour lequel la Data est un levier important.
Dans le cadre de la création d'une nouvelle organisation Data,le Groupe recrute un Data Engineer.
MISSIONS: 
Rattaché au Responsable Data, vous participez au développement de la plateforme Data.
À ce titre vos responsabilités sont :
* Analyser les besoins métiers
* Mettre à disposition la Data
* Développer puis maintenir la plateforme Data
* Contribuer à la définition de l'architecture de la Plateforme Data
* Rédiger la documentation technique
PROFIL
* +5 ans XP sur rôle de Data Engineer
* Maitrise de Python et/ou Java
* Connaissances des concepts Big Data et d'un cloud public (idéalement GCP)
* Anglais niveau B1 minimum
Rémunération et Avantages :
* Rémunération fixe 45k€/52k€+ 10% de variable
* 4k€ de prime de participation/Intéressement
* Autre prime: 950€
* Comité d'Entreprise
* Restaurant d'entreprise
* 2j/sem remote
* 8 semaines de congés
Pourquoi les rejoindre :
* Groupe à dimension internationale
* Programme de transformation data
* Environnement de travail et avantages
Type d'emploi : Temps plein, CDI
Statut : Cadre
Rémunération : 42¿000,00€ à 52¿000,00€ par an
Avantages :
* Restaurant d'entreprise
* Travail à domicile occasionnel
Horaires :
* Du lundi au vendredi
* Travail en journée
Rémunération supplémentaire :
* 13ème Mois
* Primes
Lieu du poste : Télétravail hybride (44470 Carquefou)","","Débutant accepté",""
