Nom_poste,Contrat,Description,Salaire,Experience,Entreprise
"CRM & Data Project Manager F/H - Système, réseaux, données (H/F)","
Contrat à durée indéterminée

Contrat travail
","Descriptif du poste:

Nous recherchons un.e Data Project Manager pour travailler conjointement avec les équipes Data (engineer, analyst, developer) et Marketing sur les enjeux CRM des entreprises que nous accompagnons (exemples :Flying Blue, L'Oréal, Moet Hennessy, Nestlé .).
Véritable chef d'orchestre et sur les différents projets et référent technique auprès des équipes Marketing, les principales missions seront celles-ci :
 
- Creuser le fonctionnement technique d'un processus automatisé et expliquer les impacts aux équipes marketing
 
 
- Requêter la base de données pour expliquer des cas clients
 
 
- Analyser les données pour appuyer des recommandations marketing (Data Analyse)
 
 
- Trouver la source d'une problématique technique et être en mesure de les retranscrire aux équipes Marketing
 
 
- Participer à la phase de conception d'un projet et rédiger les spécifications techniques
 
 
- Planifier et ordonnancer les étapes des projets, gestion des plannings des équipes
 
 
- Traduire des besoins métier aux équipes dev/data
 
 
- Être en relation avec les équipes techniques de nos clients
 
Voici des projets sur lesquels vous seriez amené.e à travailler :
 
- Mise en place de nouveaux cycles de vie multicanal (email, sms, rcs, push notifications, mailing)
 
 
- Mise en place de projets de dataviz (reporting powerbi, études)
 
 
- Mise en place et évolutions de flux de données
 
 
- Mise en conformité légale sur la gestion de la donnée client
 
 
- Opérations pour la qualité de la donnée
 
 
- Mise en place d'algorithmes de recommandation
 

Profil recherché:

 
- Formation ingénieur ou gestion de projets avec une forte dimension technique
 
 
- Rigoureux.se et organisé.e ayant un sens du respect des délais
 
 
- Capable de travailler avec des équipes et métiers très divers
 
 
- Polyvalent.e et autonome
 
 
- Sens du contact et forte motivation pour travailler dans un environnement innovant au sein d'une équipe internationale
 
 
- Un plus : connaissance en marketing digital
 
 
- Bon niveau d'anglais fortement recommandé
 
 
- La connaissance de ces langages/techno serait un plus : langage SQL, AMPScript, tracking,
 
 
- Connaissance d'un ou plusieurs outils de CRM/Marketing Automation/Gestion de campagnes (Salesforce Marketing Cloud, Unica, Adobe Campaign, Selligent, etc.)
 ",Salaire brut : A négocier,Débutant accepté,"
Numberly
"
"Data Engineer Senior - Full Microsoft Azure & Fabric F/H - Système, réseaux, données (H/F)","
Contrat à durée indéterminée

Contrat travail
","Descriptif du poste:

             Data Engineer senior - Microsoft Azure & Fabric (H/F)
 
 
Nous recherchons un(e) Data Ingénieur(e) Senior passionné(e) et expérimenté(e) pour rejoindre notre équipe dynamique. Si vous avez une expertise approfondie dans l'écosystème Microsoft Azure et maîtrisez les technologies de données les plus récentes, cette opportunité est faite pour vous !
Responsabilités :
* Concevoir et implémenter des solutions de données sur la plateforme Microsoft Azure.
* Gérer et optimiser les flux de données avec des outils comme Azure Data Factory, Azure Data Lake, Azure SQL Database et Azure Functions.
* Mettre en place des processus d'intégration et d'analyse de données via Azure Analysis Services.
* Participer activement à la modélisation des données en utilisant les techniques de modèle entité-association et de modélisation dimensionnelle.
* Travailler sur des projets complexes en collaboration avec les équipes de développement et les architectes de données.
* Assurer une qualité de données optimale et garantir des performances de traitement élevées.
* Mettre en œuvre des processus ETL/ELT robustes et optimisés.
* Utiliser Azure DevOps pour le suivi des tâches et la gestion des projets.
* Si possible, concevoir des rapports interactifs en utilisant des outils de dataviz comme Power BI.

Profil recherché:

Idéalement diplômé d'une école d'ingénieur, vous justifiez d'une expérience d'au moins 5 ans en tant que Data Ingénieur, avec une forte maîtrise des outils et services Microsoft Azure. Vous disposez des également des compétences suivantes :
* Solide expérience avec les technologies suivantes : Azure Data Factory, Azure Data Lake, Azure SQL Database, Azure Analysis Services, Azure Functions.
* Maîtrise du langage SQL et des bonnes pratiques de gestion de base de données.
* Notions de base de Microsoft Azure et une bonne compréhension de l'architecture des services cloud.
* Bonne maîtrise des techniques de modélisation des données, en particulier le modèle entité-association et la modélisation dimensionnelle.
* Solide expérience en ETL/ELT.
* Maîtrise de Azure DevOps pour assurer une gestion efficace des tâches.
* Compétences dans l'utilisation d'outils de dataviz, notamment Power BI, pour la création de rapports et tableaux de bord.
* Capacité à travailler en équipe et à gérer plusieurs priorités simultanément.",Salaire brut : A négocier,Expérience exigée de 5 An(s),"
SMARTPOINT
"
"Data Engineer F/H - Système, réseaux, données (H/F)","
Contrat à durée indéterminée

Contrat travail
","Descriptif du poste:

Description de l'entreprise

Le Groupe RATP, implanté dans 14 pays, sur quatre continents est le 5e groupe de transport public urbain au monde. Il est composé d'une maison-mère qui exploite le réseau francilien, un réseau multimodal parmi les plus complexes et d'une centaine de filiales qui proposent une variété d'expertises en France et à l'International. C'est une entreprise intégrée qui détient une expertise globale : Ingénierie, exploitation et maintenance.
Missions

Vos journées en quelques mots??
Votre principal rôle sera de :

Concevoir, réaliser, superviser, optimiser et maintenir les pipelines d'ingestions des données nécessaires aux applications data et IA métier dans la Plateforme Data Groupe. L'ensemble des pipelines de données sont exécutées dans Databricks.?

Assurer la performance des fonctionnalités et outillages développés dans la plateforme, aux côtés des DevOps du socle : mettre en place ou améliorer la supervision, contrôler leur qualité, réaliser des correctifs et des évolutions.?

En soutien aux data ingénieurs des équipes Projet métiers, il est le référent pour les bonnes pratiques de modélisation de la donnée.?

En tant que support expert N3, contribuer au MCO et à la résolution d'incidents affectant les applications métier en production (maintenance corrective, préventive et évolutive), participer à l'analyse des root cause des dysfonctionnements, réaliser les actes de restauration du service.??

Pour en savoir plus, cliquez sur les liens suivants :

Pour en savoir plus sur nos travaux?

Comment la RATP façonne sa stratégie Data Mesh

https://www.ratp.fr/groupe-ratp

Profil recherché:

Profil recherché

Quels sont les prérequis pour embarquer dans l'aventure ?

Vous êtes diplômé d'un bac +5 ou d'une école d'ingénieur et vous avez acquis une expérience minimum de 5 ans sur des plateformes Data / Big Data reposant sur Databricks sur cloud public (de préférence AWS).

Pour relever ce défi, nous recherchons une personne :

Ayant déjà intégré avec succès et supervisé en production des développements en python, spark et scala.?
Sachant préparer et mettre en gouvernance la donnée, puis porter en production des flux de données pour des cas d'usage industrialisés (en batch, en streaming).?
Ayant une pratique avancée de l'utilisation d'outils de déploiement et d'intégration et une sensibilité aux enjeux éthiques et réglementaires liés à l'exploitation des données.
?

Vous vous reconnaissez ? N'hésitez pas à postuler directement en ligne

Tous nos métiers sont ouverts aux personnes en situation de handicap

Type de contrat : CDI

Localisation : 75012 Paris

Télétravail : oui (2 à 3 jours par semaine)

Salaire : à définir selon expérience

Principaux avantages entreprise :

- Evolution de carrière vers d'autres métiers y compris en filiales internationales

- 9 semaines de congés, soit 206 jours travaillés par an",Salaire brut : A négocier,Débutant accepté,"
Tekkit.io
"
CONSULTANT SENIOR DATA & BI F/H - Maîtrise d'ouvrage et fonctionnel (H/F),"
Contrat à durée indéterminée

Contrat travail
","Descriptif du poste:
En Bref : NANTES - CDI - CONSULTANT SENIOR DATA & BI (F/H) - Cabinet comptable - clientèle diversifiée de PME et ETI - Pilotage de la performance et business intelligence - Equipe à taille humaine - Bienveillance - Réelles perspectives d&apos;évolution - Télétravail 2 jours par semaine
 
 Adsearch recrute pour l&apos;un de ses partenaires, un cabinet d'audit et d'expertise comptable en forte croissance, présent sur toute la France, proposant un équilibre vie pro / perso et de nombreux avantages ainsi que des opportunités de progression rapides, un CONSULTANT SENIOR DATA & BI (F/H) à NANTES. 
 
 Vos missions :
 Dans le cadre du développement de son activité, le pôle Conseil BI de notre partenaire recherche un(e) Consultant(e) senior DATA & BI (H/F). Vos principales missions :     
* Réaliser des audits, animer des ateliers et des phases de discovery    
* Product management, planifier, animer et communiquer auprès des sponsors    
* Assurer la qualité des livrables    
* Coacher des collaborateurs juniors 

Profil recherché:
Votre Profil :
 Idéalement doté(e) d'une formation finance / controlling ou SI décisionnel, de niveau BAC+5 et justifiant de minimum 3 ans d'expérience en cabinet ou en direction financière, vous détenez une expertise en pilotage de la performance et business intelligence.
 
 Ce qu'on vous propose :     Une ambiance de travail qui rime avec convivialité, entraide et bonne humeur au sein d'une équipe à taille humaine.    De réelles opportunités de progression en fonction de vos appétences.    Equilibre vie pro/ perso avec télétravail 2 jours / semaine, 13eme mois, flexibilité du temps de tavail, etc.Alors, prêt à démarrer votre carrière avec nous ? Postulez et venez rencontrer notre Adsearcher !
  ",Salaire brut : 40 - 50 k€ brut annuel,Expérience exigée de 2 An(s),"
Adsearch
"
"DATA ENGINEER Java/Spark/Scala F/H - Système, réseaux, données (H/F)","
Contrat à durée indéterminée

Contrat travail
","Descriptif du poste:

Notre client souhaite renforcer son équipe ""Transformation et Modélisation"", composée de profils multidisciplinaires (développeurs back-end, data engineers, data scientists). Cette équipe opère au sein de la plateforme Big Data de notre client, qui centralise de gros volumes de données utilisés dans des services à forte valeur ajoutée (détection de comportements anormaux, prévision d'arrivée à quai, etc.).

 

Le prestataire interviendra en lien direct avec les métiers via les Business Units, ainsi qu'avec les équipes IT et opérationnelles.

 

Missions attendues :

-Développement de jobs Spark pour le traitement massif de données (ingestion, nettoyage, préparation, enrichissement, croisement) ;

-Mise à jour de collections dans un datalake et exposition via web services ;

-Développement complet jusqu'à la mise en production ;

-Maintenance corrective des solutions Big Data ;

-Accompagnement des équipes ML dans l'industrialisation de leurs modèles ;

-Collaboration avec les parties prenantes transverses et métier.

Profil recherché:

 Votre profil  :

De formation supérieure Bac+3 en informatique, vous avez une expérience réussie de minimum 3 ans sur des missions similaires.

Compétences techniques requises :

-Java (J2EE / JDK 17)

-Scala

-Spark (SQL / DataFrame)

-Parquet

-Impala, Kudu, Hive, SQL

-Redis

-Kafka

-Docker, Kubernetes, Helm

-Web Services REST

-Tests unitaires (JUnit, Mockito, PowerMock, ScalaMock)

-Git, Maven

 

Atouts supplémentaires :

-Capacité d'innovation, autonomie, force de proposition

-Appétence pour le Machine Learning

-Maîtrise indispensable de l'anglais

 

Link Consulting c'est la liberté et le choix.",Salaire brut : A partir de 50 k€ brut annuel,Expérience exigée de 3 An(s),"
Link Consulting
"
"Data Analyst F/H - Système, réseaux, données (H/F)","
Contrat à durée indéterminée

Contrat travail
","Descriptif du poste:

Intégré(e) au sein du service de Fanny, vous rejoignez l'équipe en charge de concevoir et maintenir des applications décisionnelles packagées pour les métiers de Ciril GROUP.
En lien quotidien avec les différents POs et collaborateurs des équipes techniques, vos missions seront les suivantes :
* 
En binôme avec les POs métier de Ciril GROUP qui définissent les attendus métier :
* 
Définir, concevoir, maintenir, documenter les entrepôts de données optimisés pour un contexte décisionnel
* 
Mettre en œuvre et maintenir les processus d'intégration, de transformation et de mise à disposition des données
* 
Gérer le cycle de vie de la donnée conformément aux directives inscrites dans le RGPD
* 
Concevoir, maintenir et documenter les indicateurs et tableaux de bord qui répondent aux attendus métier
* 
Le tout dans un contexte produit où l'application décisionnelle et sa chaîne d'intégration sont versionnées et maintenues dans le temps
* 
Contribuer à la rédaction des documentations technico-fonctionnelles
* 
Être en support de l'assistance technique et fonctionnelle
* 
L'utilisation et l'amélioration des outils et processus internes, en forte interaction avec les équipes techniques :
* 
L'équipe R&D en charge de la chaîne d'intégration de données
* 
L'équipe technique Décisionnelle en charge du produit décisionnel

Profil recherché:

Vous êtes titulaire d'une formation Bac+5 dans le domaine informatique, mathématiques et statistiques (idéalement MIAGE ou STID) avec une expérience professionnelle de plus de 5 ans.
Vos compétences :
* 
Langages : Python, R
* 
Outils et BDD : DBT, Postgre, NoSQL, SQL
* 
Outils Business Intelligence : type Qlik Sense, Microsoft Power BI, SAP Business Object
La connaissance des outils Gitlab et Jira est un plus, tout comme la connaissance du langage Java.
 
  Rejoignez-nous pour un poste temps plein CDI à Meylan !
  Des déplacements ponctuels sont à prévoir à Villeurbanne.
  Rémunération selon profil.
 
+ de raisons de nous rejoindre   :
✔ 15% du CA réinvesti en R&D chaque année
✔ Participation aux résultats, Intéressement, Prime Vacances et Titres Restaurant
✔ 12 RTT par an en plus des 5 semaines de congés
✔ Charte de télétravail - 1 jour par semaine  
✔ 20€ nets /mois pour les cyclistes et covoitureurs (Forfait Mobilités Durables)  
✔ Démarche RSE engagée et durable : 9 collectifs participatifs mis en place sur base de volontariat  
✔ CSE, Mutuelle et Prévoyance pour tous  
✔ Convivialité : Foot, pétanque, soirées gaming. entre collègues
 
Le processus de recrutement :

* 
Un premier contact RH pour faire le point sur votre profil
* 
Un entretien technique avec votre future manager
* 
L'entretien final avec votre futur directeur
* 
La proposition d'embauche


Et une intégration qui démarre dès votre acceptation ! L'équipe Recrutement s'engage à vous informer le plus rapidement possible du statut de votre candidature à chaque étape du processus",Salaire brut : A négocier,Expérience exigée de 6 An(s),"
Ciril GROUP
"
CONSULTANT SENIOR DATA & BI F/H - Maîtrise d'ouvrage et fonctionnel (H/F),"
Contrat à durée indéterminée

Contrat travail
","Descriptif du poste:
En Bref : RENNES - CDI - CONSULTANT SENIOR DATA & BI (F/H) - Cabinet comptable - clientèle diversifiée de PME et ETI - Pilotage de la performance et business intelligence - Equipe à taille humaine - Bienveillance - Réelles perspectives d&apos;évolution - Qualité de vie au travail
 
 Adsearch recrute pour l&apos;un de ses partenaires, un cabinet d'audit et d'expertise comptable en forte croissance, présent sur toute la France, proposant un équilibre vie pro / perso et de nombreux avantages ainsi que des opportunités de progression rapides, un CONSULTANT SENIOR DATA & BI (F/H) à RENNES. 
 
 Vos missions :
 Dans le cadre du développement de son activité, le pôle Conseil BI de notre partenaire recherche un(e) Consultant(e) senior DATA & BI (H/F). Vos principales missions :     
* Réaliser des audits, animer des ateliers et des phases de discovery    
* Product management, planifier, animer et communiquer auprès des sponsors    
* Assurer la qualité des livrables    
* Coacher des collaborateurs juniors 

Profil recherché:
Votre Profil :
 Idéalement doté(e) d'une formation finance / controlling ou SI décisionnel, de niveau BAC+5 et justifiant de minimum 3 ans d'expérience en cabinet ou en direction financière, vous détenez une expertise en pilotage de la performance et business intelligence.
 
 Ce qu'on vous propose :     Une ambiance de travail qui rime avec convivialité, entraide et bonne humeur au sein d'une équipe à taille humaine.    De réelles opportunités de progression en fonction de vos appétences.    Equilibre vie pro/ perso avec télétravail 2 jours / semaine, 13eme mois, flexibilité du temps de tavail, etc.Alors, prêt à démarrer votre carrière avec nous ? Postulez et venez rencontrer notre Adsearcher !
  ",Salaire brut : 40 - 50 k€ brut annuel,Expérience exigée de 2 An(s),"
Adsearch
"
"Lead Data Engineer F/H - Système, réseaux, données (H/F)","
Contrat à durée indéterminée

Contrat travail
","Descriptif du poste:

Vos missions ?

En tant que Lead Ingénieur Data, vous serez responsable de la conception, du développement et de la maintenance de solutions data au service des différents métiers de l'entreprise .
Aux côtés d'experts métiers, et d'un Leader Technique, vous devrez développer des traitements robustes, monitorés et résilients dans un écosystème Cloud avec des technologies d'industrialisation à l'état de l'art.
Vos traitements répondront à des besoins autour de problématiques complexes dans les domaines d'activité de l'entreprise (Réseau & système IOT, évolutions possibles sur comptage de l'eau, gestion des déchets, etc .)

La stack Technique :
MongoDB, PostgreSQL
Python (lib : Pandas, Scikit Learn, Tensorflow, Matplotlib, Plotly...)
Scala, R,
Docker, Jenkins
Gitlab/Github
Grafana

Profil recherché:

Alors ? Prêt à devenir Amiltonien ?

N'hésitez pas à postuler si vous vous reconnaissez :

Diplômé bac+5 (école d'ingénieur ou master), vous avez minimum 10 ans d'expériences sur des sujets Data, Python, SQL.
Vous aimez découvrir de nouveaux contextes fonctionnels et comprendre les objectifs des applications que vous développez.
A l'aise dans une organisation agile, vous faites preuve de rigueur et appliquez les standards de qualité Amiltone durant toute la durée des développements.
Outre vos compétences techniques, nous nous intéressons également à votre potentiel et votre motivation.

Nos postes sont ouverts aux personnes en situation de handicap.",Salaire brut : A partir de 45 k€ brut annuel,Expérience exigée de 10 An(s),"
AMILTONE
"
Product Owner Data / Business Analyst (/NB) F/H - Informatique de gestion (H/F),"
Contrat à durée indéterminée

Contrat travail
","Descriptif du poste:

Pour renforcer nos projets, nous recherchons des Product Owner Data / Business Analyst pour accompagner les équipes MOA de nos clients sur les missions suivantes : 



* Recueil, analyse et cadrage des besoins métiers concernés,

* Préparer, organiser et animer les ateliers de travail pour challenger les besoins des utilisateurs,

* Concevoir les solutions adaptées en matière de traitement et de valorisation de données,

* Rédaction des spécifications fonctionnelles,

* Modélisation des entrepôts et préparation des données,

* Accompagnement de la maîtrise d'ouvrage dans la validation de livrables et l'assistance à la recette,

* Support aux utilisateurs,

* Définition de la stratégie de conduite du changement sur le projet.

Profil recherché:

* Formation ingénieur ou universitaire de niveau Bac+5 ou plus à dominante informatique et mathématiques,

* Minimum 5 ans d'expérience professionnelle en Business Intelligence avec un niveau en SQL avancé,

* Bonne connaissance en modélisation décisionnelle (Flocon, étoile.),

* Forte appétence pour le fonctionnel vous permettant d'appréhender des problématiques métiers complexes, 

* Excellent relationnel et forte capacité à fédérer les équipes,

* Sens du service et réelle culture du résultat,

* Un bon niveau d'anglais serait également apprécié.",Salaire brut : A partir de 65 k€ brut annuel,Débutant accepté,"
Trimane
"
"Data Ingénieur Cloud Architect F/H - Système, réseaux, données (H/F)","
Contrat à durée indéterminée

Contrat travail
","Descriptif du poste:

Pour une mission longue auprès de notre client, nous recherchons un Data Ingénieur Cloud Architect.

Contexte et mission :

Le département Data IA (DaIA) est responsable de fournir aux métiers une infrastructure technologique permettant de mettre en production et d'industrialiser les cas d'usage Data et IA. Ceci inclut le développement d'une plateforme d'enrichissement des métadonnées des contenus (IA & GenAI).  Nous recherchons un Tech Lead Cloud / Data Ingénieur expérimenté pour concevoir, construire et gérer notre offre de service mesh Data/IA. Le candidat idéal participera activement à la mise en place de l'infrastructure, en assurant sa bonne intégration avec la plateforme data et les produits associés et l'optimisation des différents aspects techniques. 



- Concevoir, gérer et maintenir le service mesh permettant la mise à disposition des API Data et IA et

l'orchestration des traitements dans le respect des contraintes de disponibilité, sécurité et

performance.

- Mettre en place et maintenir les outils de surveillance, de journalisation et de gestion des erreurs.

- Designer et participer à la mise en oeuvre de la plate-forme sur les aspects réseau, sécurité, DNS,

etc.

- Designer et Industrialiser les pipelines CI/CD pour automatiser les déploiements logiciels.

- Co designer avec les tech Lead Data Science pour designer et mettre en place les solutions

technologique MLOps appropriées afin de pouvoir industrialiser les différents cas d'usages des

métiers Data & IA .

- Designer et mettre en place la migration de la stack technique Data vers la nouvelle plate-forme.

- Garantir que l'architecture de la stack Data est en totale adéquation avec l'ensemble du SI applicatif

- Assurer la maintenance et l'optimisation des systèmes de données existant.

- Assurer une veille technologique constante pour rester à jour sur les tendances et les meilleures

pratiques en matière de DevOps.

#LI-SL1

Profil recherché:

Une expérience de 10 ans minimum est souhaitée, expérience avérée dans la mise en place et la migration de plate-formes data; Ingénierie de données, en particulier avec les technologies de big data; Architecture micro services et l'utilisation d'API externe; Cloud Provider - GCP , AWS; AWS (S3, Lambda, RDS, EventBridge, EKS)

Langages de programmation et de Génie Logiciel (SQL, Python, Java, Scala, Spark) 

Transforamtion de Données et Orchestration (DBT, Dataform, Cloud Function, BigQuery, Airflow) 

Bases de données (MySQL, Postgres, Oracle, SQLServer):

Technologies de CI/CD et Infra as Code (Gitlab, Terraform) 

Technologies d'infrastructure et de déploiement As Code (Terraform, Ansible) 

Outil de restitution de DataViz (SAP BO, PowerBI, Looker, Cube MOLAP, Hyperion ) 

Capacité à travailler en équipe et à communiquer efficacement (Agile) 

#LI-SL1",Salaire brut : A partir de 65 k€ brut annuel,Expérience exigée de 10 An(s),"
LUTESSA
"
"Data Scientist /NB F/H - Système, réseaux, données (H/F)","
Contrat à durée indéterminée

Contrat travail
","Descriptif du poste:
Cegid est un leader européen des solutions de gestion cloud pour les professionnels des métiers de la finance (trésorerie, fiscalité, ERP), des ressources humaines (paie, gestion des talents), de l'Expertise Comptable, du Retail et de l'entrepreneuriat. Dans un monde en constante évolution, nos 5 000 collaborateurs contribuent à ouvrir le champ des possibles en accompagnant nos 750 000 clients à réaliser leurs projets et leurs ambitions grâce à des solutions utiles et innovantes.
""Ensemble, ouvrir les possibles"" est le principe qui guide nos actions. Il reflète notre identité, notre approche et notre motivation pour servir nos clients. Grâce à cela, nous pouvons affirmer que nous travaillons chaque jour pour façonner votre avenir, le nôtre et celui de nos clients.
Depuis des années, nous inventons des solutions qui révolutionnent la manière de travailler de nos clients, dans une perspective de performance durable.
Au sein de notre service R&D basé à Bordeaux, vous intégrez l'équipe Développement de 40 personnes, directement rattaché aux managers du projet. Vous contribuez aux projets R&D en apportant votre expertise dans la collecte, l'analyse et l'exploitation des données. Vous introduisez les techniques de Data Science pour concevoir et développer des infrastructures et outils adaptés au traitement des données massives et au déploiement de solutions d'Intelligence Artificielle. Votre rôle consiste à anticiper les besoins métiers, automatiser des opérations et fournir des données exploitables pour résoudre des problématiques métier complexes.
En tant que Data Scientist, vous allez : 
* Identifier et préparer les données en récupérant et nettoyant les données provenant de diverses sources.
* Analyser et modéliser les données en appliquant des techniques de Machine Learning et de Deep Learning pour résoudre des problématiques métier.
* Concevoir et optimiser des algorithmes en développant des modèles prédictifs et statistiques adaptés aux besoins identifiés.
* Industrialiser les modèles en déployant les solutions dans l'environnement de production et en assurant leur performance et stabilité.
* Collaborer avec les équipes techniques en travaillant étroitement avec les développeurs et architectes pour intégrer vos solutions dans le SI.

Profil recherché:

* Vous maîtrisez la manipulation des données, de l'extraction à la mise en production des modèles, en étant à l'aise avec SQL pour interroger et structurer les bases de données efficacement.
* Vous intégrez les principes du RGPD dans les analyses et développements en étant sensible aux enjeux de protection des données.
* Vous adoptez un esprit pragmatique et orienté solution, capable de travailler dans un environnement Windows sans contrainte d'outil spécifique, tout en étant impliqué dans l'exécution et la mise en œuvre des projets au sein d'une petite équipe.
* Vous faites preuve d'autonomie et de débrouillardise, avec au moins minimum 3 ans d'expérience en tant que Data Scientist, et être capable de progresser sans expert référent dans l'équipe.",Salaire brut : A négocier,Expérience exigée de 2 An(s),"
Cegid
"
"Data Engineer F/H - Système, réseaux, données (H/F)","
Contrat à durée indéterminée

Contrat travail
","Descriptif du poste:

Vos missions ?

En tant qu'Ingénieur Data, vous serez responsable de la conception, du développement et de la maintenance de solutions data au service des différents métiers de l'entreprise .

Aux côtés d'experts métiers, et d'un Leader Technique, vous devrez développer des traitements robustes, monitorés et résilients dans un écosystème Cloud avec des technologies d'industrialisation à l'état de l'art.

Vos traitements répondront à des besoins autour de problématiques complexes dans les domaines d'activité de l'entreprise (Réseau & système IOT, évolutions possibles sur comptage de l'eau, gestion des déchets, etc .)

La stack Technique :
- MongoDB, PostgreSQL, Power BI
- Python, Scala, R
- Docker, Jenkins
- Gitlab/Github
- Grafana

Profil recherché:

Alors ? Prêt à devenir Amiltonien ?

N'hésitez pas à postuler si vous vous reconnaissez :

Diplômé bac+5 (école d'ingénieur ou master), vous avez minimum 5 ans d'expériences sur des sujets Data, Python, SQL.

Vous aimez découvrir de nouveaux contextes fonctionnels et comprendre les objectifs des applications que vous développez.

A l'aise dans une organisation agile, vous faites preuve de rigueur et appliquez les standards de qualité Amiltone durant toute la durée des développements.

Outre vos compétences techniques, nous nous intéressons également à votre potentiel et votre motivation.

 ",Salaire brut : A partir de 40 k€ brut annuel,Expérience exigée de 5 An(s),"
AMILTONE
"
"Data Scientist F/H - Système, réseaux, données (H/F)","
Contrat à durée indéterminée

Contrat travail
","Descriptif du poste:
Acelys recherche un.e Data Scientist expérimenté en IA et NLP pour rejoindre notre équipe dynamique au sein du pôle de R&D/IA d'une quinzaine de talents. Notre pôle R&D, expert dans le traitement du langage naturel (pôle Edition) mène depuis 10 ans des travaux en étroite collaboration avec des laboratoires de recherche sur des problématiques technologiques.



Vous travaillerez en lien avec les chercheurs, ingénieurs et autres experts en utilisant des techniques d'apprentissage automatique et de traitement du langage naturel pour résoudre des problèmes complexes, tels que la recherche documentaire, la similarité sémantique, la classification...






Profil recherché:
Nous recherchons un consultant ayant les compétences suivantes :




* Vous êtes diplômé.e en informatique, en sciences des données ou dans un domaine connexe
* Vous disposez de solides compétences en programmation (Python, TensorFlow, PyTorch, etc.)
* Vous avez connaissance des techniques d'apprentissage automatique et du traitement automatique du langage naturel
* Vous êtes expérimenté.e sur les pratiques CI/CD (intégration continue et déploiement continu)
* Une expérience sur les Frameworks Python est appréciée : Langchain, Django/Flask,TransformersSi vous vous reconnaissez dans les compétences citées ci-dessus, n'hésitez plus, postulez !
Ce que nous vous offrons :




* Une Carte Swile pour des pauses déjeuner variées et conviviales
* Des RTT pour un équilibre vie pro/vie perso optimal
* Un Plan d'Épargne Entreprise (PEE) avec abondement
* Une organisation flexible avec des jours de télétravail
* Un accord de participation attractif, équivalent à environ 1,5 mois de salaire ces dernières annéesNos valeurs :



Chez nous, votre savoir-être est aussi précieux que votre savoir-faire. Si vous êtes porté par le professionnalisme, l'enthousiasme, la curiosité, le sens du service, ou encore un esprit d'équipe solide, alors vous êtes au bon endroit !",Salaire brut : A négocier,Expérience exigée de 3 An(s),"
ACELYS SERVICES NUMERIQUES
"
"Alternance Data Engineer F/H - Système, réseaux, données (H/F)","
Contrat à durée déterminée - 21 Mois

Contrat apprentissage
","Descriptif du poste:

Concevoir, développer et maintenir des flux de données robustes et évolutifs.
Assurer la qualité et la validation des flux de données, garantissant leur fiabilité et traçabilité.
Participer aux processus de qualification technique et proposer des évolutions technologiques.
Assurer une veille technologique sur les solutions Cloud et Data.
Contribuer à l'architecture data en optimisant les infrastructures et en proposant des solutions avancées.
Collaborer avec les équipes BI et Data Science pour intégrer efficacement les données dans les projets stratégiques.

Profil recherché:

Titulaire d'un niveau bac +3 en informatique ou équivalent, ou d'un bac +2 avec minimum 1 an d'expérience en développement/data.
Passionné par la data, la programmation et les technologies cloud.
À l'aise avec Python, SQL et les architectures Big Data.
Désireux d'évoluer vers un métier d'avenir et de se former en alternance.
Bon esprit d'analyse, rigueur et esprit collaboratif.",Salaire brut : A négocier,Expérience exigée de 1 An(s),"
Simplon sud
"
"Data engineer Azure F/H - Système, réseaux, données (H/F)","
Contrat à durée indéterminée

Contrat travail
","Descriptif du poste:

Havana IT, entité du Groupe Havana, recherche des data engineer (F/H) pour contribuer aux projets internes autour des agents IAG ou pour accompagner ses clients sur Aix-en-Provence.

Vos missions principales : 
- Concevoir, développer et maintenir des pipelines de données robustes en utilisant les services et outils Azure. 
- Vous travaillerez étroitement avec les parties prenantes pour comprendre leurs besoins en matière de données et proposer des solutions appropriées. 
- Vous aurez également la responsabilité d'optimiser le traitement des données pour assurer leur qualité et leur disponibilité.
- Vous participerez à l'analyse des performances des systèmes existants afin d'identifier des opportunités d'amélioration. La sécurité et la conformité seront également au cœur de votre travail, garantissant que toutes les solutions mises en place répondent aux normes établies

Profil recherché:

- Diplôme d'ingénieur ou Bac+5 en informatique
- Expérience professionnelle de minimum 3 ans dans un rôle similaire
- Maîtrise des services et outils Azure (Databricks, Datafactory, Azure Synapse, ect...)
- Solides compétences en conception et intégration de flux ETL
- Connaissance approfondie des bases de données SQL/NoSQL 
- Compréhension approfondie du traitement distribué
- Expérience confirmée en script (Python, Spark...) 
- Bonnes capacités d'analyse et résolution technique 
- Excellentes compétences relationnelles avec une capacité à travailler efficacement en équipe
- Un projet mené autour de l'IAGen peut être un atout

 
Ce poste n'est pas ouvert à l'alternance ou aux stages !
Poste ouvert aux personnes en situation d'handicap !

Intéressé(e) ? 
Voici notre processus de recrutement après envoi de votre CV : 
Un 1er échange téléphonique avec notre équipe recrutement, d'environ 10 minutes 
Un 2ème échange téléphonique avec notre business manager en charge du projet client ou interne
Un entretien physique ou en visio avec le client final et le business manager en charge de vous accompagner",Salaire brut : A négocier,Expérience exigée de 3 An(s),"
Havana IT & Apps
"
